Serial Number,Dataset Name,Resource ID,Published Date,Number of Rows,Number of Columns
522,"Scheduled Caste Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Caste Separately), 2001 - Karnataka",2cbf67f6-2439-49d0-a0c5-376a65f31985,2021-09-30,498,0
523,"Scheduled Caste Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Caste Separately), 2001 - Arunachal Pradesh",19251489-c019-45f0-b341-f02ed4a4c2f2,2021-09-30,497,0
524,"Scheduled Tribe Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Tribe Separately), 2001 - Tamil Nadu",66cfba3e-23a1-452c-ac8b-3c86758c2d78,2021-09-30,460,0
525,"Scheduled Tribe Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Tribe Separately), 2001 - Meghalaya",95d5a951-bcc4-44c0-8c38-0c49c831c559,2021-09-30,136,0
526,"Scheduled Caste Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Caste Separately), 2001 - Goa",3d7f8af1-6023-4415-8b5a-1081b3fa7b32,2021-09-30,159,0
527,"Scheduled Caste Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Caste Separately), 2001 - Manipur",2498574f-15b2-465e-93a8-193588176718,2021-09-30,402,0
528,"Scheduled Tribe Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Tribe Separately), 2001 - Andaman & Nicobar Islands",1acd873f-941c-4318-b3b9-c600e3ea6dd1,2021-09-30,163,0
529,"Scheduled Tribe Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Tribe Separately), 2001 - Assam",fd50375e-e8b8-4bea-bc10-822e67a3e7de,2021-09-30,343,0
530,"Scheduled Caste Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Caste Separately), 2001 - Kerala",8e63185f-3198-4aee-9ac3-5099b22b46f5,2021-09-30,390,0
531,"Scheduled Caste Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Caste Separately), 2001 - Mizoram",f75c6f8e-13fa-4f92-8006-9addb4260754,2021-09-30,93,0
532,"Scheduled Tribe Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Tribe Separately), 2001 - West Bengal",4911748e-582b-44f7-9374-4649408f2561,2021-09-30,70,0
533,"Scheduled Caste Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Caste Separately), 2001 - Tripura",2afe06cc-09d5-455c-bdf7-99c224054e5b,2021-09-30,434,0
534,"Scheduled Tribe Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Tribe Separately), 2001 - Jharkhand",0a5ed763-88cd-4862-8c73-48240f97d9ef,2021-09-30,80,0
535,"Scheduled Caste Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Caste Separately), 2001 - Pondicherry",5dc4a72e-0cce-4a81-9ee3-abd09821dfde,2021-09-30,247,0
536,"Scheduled Caste Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Caste Separately), 2001 - Meghalaya",f2e9f65b-2d3b-49da-8d25-6d9422f72ba6,2021-09-30,386,0
537,"Scheduled Caste Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Caste Separately), 2001 - Jammu & Kashmir",d6ef74fb-c964-45e9-add3-c9277031e6a7,2021-09-30,483,0
538,"Scheduled Tribe Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Tribe Separately), 2001 - Orissa",1ce48475-70c6-4667-8a3b-da43e8f3ac54,2021-09-30,451,0
539,"Scheduled Tribe Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Tribe Separately), 2001 - Jammu & Kashmir",b99b83a7-89e7-4375-9307-0737ace4ae5c,2021-09-30,417,0
540,"Scheduled Caste Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Caste Separately), 2001 - Assam",3600a715-0d11-49b1-8045-af479b01ee33,2021-09-30,405,0
541,"Scheduled Caste Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Caste Separately), 2001 - Himachal Pradesh",3b42e83e-381d-4358-8dfa-98fbe0e47cb5,2021-09-30,110,0
542,"Scheduled Tribe Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Tribe Separately), 2001 - Chhattisgarh",d132d9ff-5b68-4ca7-aacf-47e834b984b0,2021-09-30,231,0
543,"Scheduled Tribe Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Tribe Separately), 2001 - Himachal Pradesh",eda456c2-27c2-49b1-994c-e3e8adf56048,2021-09-30,289,0
544,"Scheduled Caste Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Caste Separately), 2001 - West Bengal",2c98469e-5638-449a-8a0f-43d26c00edbd,2021-09-30,120,0
545,"Scheduled Tribe Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Tribe Separately), 2001 - Madhya Pradesh",85623f7e-d0dc-4280-af01-51db5766d2c9,2021-09-30,277,0
546,"Scheduled Tribe Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Tribe Separately), 2001 - Uttaranchal",5ae08a71-1192-44e4-b7b7-81f23716c882,2021-09-30,299,0
547,"Scheduled Caste Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Caste Separately), 2001 - Jharkhand",219d7d95-2d99-4c5f-bb16-477d2d7b8089,2021-09-30,193,0
548,"Scheduled Caste Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Caste Separately), 2001 - Chandigarh",a0fde9cc-eb73-48ce-9f5b-dc6a285ec25b,2021-09-30,288,0
549,"Scheduled Tribe Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Tribe Separately), 2001 - Gujarat",5dc5f536-d1cb-4c86-9ec3-78efff69f347,2021-09-30,421,0
550,"Scheduled Tribe Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Tribe Separately), 2001 - Rajasthan",b8af5a1e-1f35-4fc6-94f7-924f92042164,2021-09-30,143,0
551,"Scheduled Caste Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Caste Separately), 2001 - Orissa",30daa75a-c6c1-4d7a-95e8-5490d3ea03a1,2021-09-30,451,0
552,"Scheduled Caste Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Caste Separately), 2001 - Uttaranchal",55e8ac73-ed41-4d57-9bdc-f8fbc5ccea34,2021-09-30,63,0
553,"Scheduled Tribe Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Tribe Separately), 2001 - Daman & Diu",ac0eb2ea-c86c-4442-8683-d746d9defd64,2021-09-30,435,0
554,"Scheduled Tribe Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Tribe Separately), 2001 - Uttar Pradesh",d0623f4a-d1ef-4dd2-b163-3742016dfd92,2021-09-30,220,0
555,"Scheduled Caste Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Caste Separately), 2001 - Chhattisgarh",fabd5daf-6d27-402d-93be-55c103c8926a,2021-09-30,72,0
556,"Scheduled Caste Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Caste Separately), 2001 - Haryana",f4fc8a2a-01cb-43df-95d6-007113702b9f,2021-09-30,382,0
557,"Scheduled Tribe Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Tribe Separately), 2001 - Dadra & Nagar Haveli",944fc2e1-909a-4961-9fa5-b37207aae0ad,2021-09-30,420,0
558,"Scheduled Tribe Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Tribe Separately), 2001 - Bihar",51ac8c59-c23e-41d5-97f6-a3754ed83bfb,2021-09-30,257,0
559,"Scheduled Caste Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Caste Separately), 2001 - Madhya Pradesh",88efb3cc-df69-49c8-b509-dad01ff6f129,2021-09-30,288,0
560,"Scheduled Caste Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Caste Separately), 2001 - Delhi",eb64bd86-4071-4e0f-9716-e18b4f09d3ef,2021-09-30,72,0
561,"Scheduled Tribe Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Tribe Separately), 2001 - Maharashtra",71fb6606-efc4-43e9-a071-b2c6f544675f,2021-09-30,265,0
562,"Scheduled Tribe Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Tribe Separately), 2001 - Sikkim",823d763c-1e51-47bf-9960-0c3452008646,2021-09-30,259,0
563,"Scheduled Caste Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Caste Separately), 2001 - Gujarat",b430c043-843f-44a3-a0c5-926914b457cc,2021-09-30,500,0
564,"Scheduled Caste Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Caste Separately), 2001 - Rajasthan",276ac203-0801-40fa-8d18-d6afdaa79393,2021-09-30,401,0
565,"Scheduled Tribe Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Tribe Separately), 2001 - Andhra Pradesh",1f283114-3854-4785-8b9d-dfb4d48f7e3c,2021-09-30,257,0
566,"Scheduled Tribe Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Tribe Separately), 2001 - Arunachal Pradesh",f6707491-80a2-4f0e-9f2e-f6f0ec270aae,2021-09-30,481,0
567,"Scheduled Caste Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Caste Separately), 2001 - Daman & Diu",66422865-98d0-4f0e-8f4a-ac99043550eb,2021-09-30,424,0
568,"Scheduled Caste Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Caste Separately), 2001 - Uttar Pradesh",a7d8fd46-d1be-4137-9113-1e8c353c4887,2021-09-30,151,0
569,"Scheduled Tribe Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Tribe Separately), 2001 - Nagaland",6f990191-1ad6-4494-a9f2-a9c2ddaea1bf,2021-09-30,224,0
570,"Scheduled Caste Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Caste Separately), 2001 - Dadra & Nagar Haveli",a236e75e-7275-476e-aebf-8f168f6005f2,2021-09-30,188,0
571,"Scheduled Caste Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Caste Separately), 2001 - Bihar",4ba6e33b-83d4-4630-a479-b1900a04482b,2021-09-30,95,0
572,"Scheduled Tribe Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Tribe Separately), 2001 - Goa",0a80c7d5-4da9-4775-b9c9-dbc90c9a79ab,2021-09-30,402,0
573,"Scheduled Tribe Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Tribe Separately), 2001 - Manipur",96cbf23a-76df-4ef0-93ba-08eed3a577c8,2021-09-30,479,0
574,"Scheduled Caste Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Caste Separately), 2001 - Maharashtra",b5ce7f9d-38aa-42bd-939d-5424e90659a4,2021-09-30,237,0
575,"Scheduled Tribe Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Tribe Separately), 2001 - Lakshadweep",c29f21fa-b8a2-45cd-9227-042bdf83fa5e,2021-09-30,492,0
576,"Scheduled Tribe Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Tribe Separately), 2001 - Mizoram",79e16550-8c3c-49b3-bfa0-1469438baf39,2021-09-30,425,0
577,"Scheduled Caste Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Caste Separately), 2001 - Andhra Pradesh",8da5477c-ff48-43e4-817b-c49e65a28514,2021-09-30,123,0
578,"Scheduled Caste Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Caste Separately), 2001 - Sikkim",df91c457-c5f3-4e72-b12b-5e20c612941e,2021-09-30,74,0
579,"Scheduled Caste Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Caste Separately), 2001 - Tamil Nadu",4b53790d-fc75-4fa3-a534-fa5bf3e7757f,2021-09-30,421,0
580,"Scheduled Caste Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Caste Separately), 2001 - Punjab",9e5f2048-bc11-4632-8f22-2e24334a97d2,2021-09-30,257,0
581,"Scheduled Tribe Marginal Workers Classified by Industrial Category, Educational Level and Sex (Each Tribe Separately), 2001 - Karnataka",aee56b24-a160-45fa-b54d-40ab63bbd5ca,2021-09-30,112,0
582,"Population Attending Educational Institution by Completed Education Level, Age and Sex, 2011 - MEGHALAYA",45b89a2b-250b-4014-bf04-1a2ceb49c182,2021-08-31,463,0
583,"Population Attending Educational Institution by Completed Education Level, Age and Sex, 2011 - JAMMU & KASHMIR",1f35e564-60d6-4f7d-a398-da9da265ab3e,2021-08-31,477,0
584,"Population attending educational institution by completed education level, age and sex, 2001 - ODISHA",684d4b60-6b05-4949-b53d-04c71dc44033,2021-08-31,179,0
585,"Population attending educational institution by completed education level, age and sex, 2001 - HARYANA",b47fce47-4956-4c10-a461-4c19628e77b0,2021-08-31,289,0
586,"Population attending educational institution by completed education level, age and sex, 2001 - CHHATTISGARH",ac9f5716-41d5-4da4-8d82-a640d82877d2,2021-08-31,215,0
587,"Population Attending Educational Institution by Completed Education Level, Age and Sex, 2011 - HIMACHAL PRADESH",616e173b-5ac3-4009-96b4-db6286cddd42,2021-08-31,101,0
588,"Population Attending Educational Institution by Completed Education Level, Age and Sex, 2011 - PUDUCHERRY",b29b36f8-45e3-4671-ac01-1d078af9c6e8,2021-08-31,260,0
589,"Population Attending Educational Institution by Completed Education Level, Age and Sex, 2011 - PUNJAB",3f83cf78-75dd-4eea-9dd9-9b13e00fc184,2021-08-31,297,0
590,"Population Attending Educational Institution by Completed Education Level, Age and Sex, 2011 - WEST BENGAL",02883c66-499a-4a63-8dc8-e8d400382692,2021-08-31,53,0
591,"Population attending educational institution by completed education level, age and sex, 2001 - MADHYA PRADESH",e96a617b-1cce-41eb-8078-afe579b67c5f,2021-08-31,198,0
592,"Population Attending Educational Institution by Completed Education Level, Age and Sex, 2011 - ANDAMAN & NICOBAR ISLANDS",060ae057-71ba-46e7-b921-ebad7eb54b07,2021-08-31,176,0
593,"Population attending educational institution by completed education level, age and sex, 2001 - NCT OF DELHI",673a2e80-1c70-4fbf-98e4-e80fc53388e4,2021-08-31,227,0
594,"Population Attending Educational Institution by Completed Education Level, Age and Sex, 2011 - JHARKHAND",63a27719-c052-496c-898b-87490dd49a5e,2021-08-31,425,0
595,"Population Attending Educational Institution by Completed Education Level, Age and Sex, 2011 - CHANDIGARH",700439a3-212a-4799-a158-86aa9bc8deb5,2021-08-31,217,0
596,"Population attending educational institution by completed education level, age and sex, 2001 - GUJARAT",e4a47980-0151-46e1-bd1a-1ffcc7819a72,2021-08-31,151,0
597,"Population attending educational institution by completed education level, age and sex, 2001 - RAJASTHAN",d0b93b37-7ed4-4ee2-a2d2-d69d846d690f,2021-08-31,394,0
598,"Population Attending Educational Institution by Completed Education Level, Age and Sex, 2011 - UTTARAKHAND",0b11745f-fcd4-458d-87bc-2351c60d1f00,2021-08-31,233,0
599,"Population Attending Educational Institution by Completed Education Level, Age and Sex, 2011 - ODISHA",605455a5-2be1-46a1-b956-47c22dd54676,2021-08-31,411,0
600,"Population attending educational institution by completed education level, age and sex, 2001 - DAMAN & DIU",7152145f-f147-4c77-8766-7867f63a5498,2021-08-31,207,0
601,"Population attending educational institution by completed education level, age and sex, 2001 - UTTAR PRADESH",d4cc2195-97bb-428a-908a-c8d4d7361a5a,2021-08-31,384,0
602,"Population Attending Educational Institution by Completed Education Level, Age and Sex, 2011 - CHHATTISGARH",af12995d-460e-4011-b977-1040a375de9b,2021-08-31,431,0
603,"Population attending educational institution by completed education level, age and sex, 2001 - DADRA & NAGAR HAVELI",c53cc660-7dc0-424e-a837-ce3e866ba311,2021-08-31,407,0
604,"Population attending educational institution by completed education level, age and sex, 2001 - BIHAR",611416fc-ecfa-41e9-a163-0500d888c8c3,2021-08-31,348,0
605,"Population Attending Educational Institution by Completed Education Level, Age and Sex, 2011 - MADHYA PRADESH",d1fe404e-0d57-4ec0-83f8-3ba2f36cffca,2021-08-31,406,0
606,"Population Attending Educational Institution by Completed Education Level, Age and Sex, 2011 - NCT of DELHI",fa8db005-c3a1-4601-a1c7-02b76a806df0,2021-08-31,106,0
607,"Population attending educational institution by completed education level, age and sex, 2001 - MAHARASHTRA",87dc08f4-8266-41da-9766-578cba0f1184,2021-08-31,220,0
608,"Population attending educational institution by completed education level, age and sex, 2001 - SIKKIM",20a88496-f8e1-4edc-ae01-f124cec88623,2021-08-31,241,0
609,"Population Attending Educational Institution by Completed Education Level, Age and Sex, 2011 - GUJARAT",a3548b7e-bbd9-4e19-9478-2e70a862c2d4,2021-08-31,118,0
610,"Population Attending Educational Institution by Completed Education Level, Age and Sex, 2011 - RAJASTHAN",8c25bd62-b576-429d-800a-094b6c18c6bc,2021-08-31,180,0
611,"Population attending educational institution by completed education level, age and sex, 2001 - ANDHRA PRADESH",49247f8e-f8ce-45b4-8f46-6164f9c0acf1,2021-08-31,452,0
612,"Population attending educational institution by completed education level, age and sex, 2001 - ARUNACHAL PRADESH",514a7f72-2ec3-48ce-84a0-a86f1cbabf15,2021-08-31,237,0
613,"Population attending educational institution by completed education level, age and sex, 2001 - KARNATAKA",f2aa6985-094a-43cf-9a95-f7ed46cab8bd,2021-08-31,284,0
614,"Population Attending Educational Institution by Completed Education Level, Age and Sex, 2011 - UTTAR PRADESH",30c5ce0b-7257-47ce-bd7c-1089ad694e97,2021-08-31,338,0
615,"Population attending educational institution by completed education level, age and sex, 2001 - NAGALAND",2482ce3f-9e1e-4ee5-9f7d-c480540be2c2,2021-08-31,429,0
616,"Population Attending Educational Institution by Completed Education Level, Age and Sex, 2011 - DAMAN & DIU",99144c44-d9d1-40c3-8c67-cfa7447b62fd,2021-08-31,122,0
617,"Population Attending Educational Institution by Completed Education Level, Age and Sex, 2011 - BIHAR",00f3c4e3-e7ff-4744-94cb-363dc16110cf,2021-08-31,167,0
618,"Population attending educational institution by completed education level, age and sex, 2001 - INDIA",139d778b-681c-4e33-96a1-0ff0cc04d725,2021-08-31,492,0
619,"Population attending educational institution by completed education level, age and sex, 2001 - GOA",1af0a89a-af4f-4feb-b308-7a79dffa37b8,2021-08-31,264,0
620,"Population attending educational institution by completed education level, age and sex, 2001 - MANIPUR",cc40cb3e-f391-47f4-97bc-769934ae50f9,2021-08-31,252,0
621,"Population Attending Educational Institution by Completed Education Level, Age and Sex, 2011 - DADRA & NAGAR HAVELI",98c09b21-df51-4343-a249-172dcaac1a7b,2021-08-31,68,0
622,"Population Attending Educational Institution by Completed Education Level, Age and Sex, 2011 - SIKKIM",31b143bd-26fc-4768-bb89-94679d24eea7,2021-08-31,411,0
623,"Population attending educational institution by completed education level, age and sex, 2001 - LAKSHADWEEP",b287f2de-9c5b-4c99-b4fe-4e1c3353dee3,2021-08-31,269,0
624,"Population attending educational institution by completed education level, age and sex, 2001 - MIZORAM",81627d94-4e31-423f-abaa-59db6e14a0a5,2021-08-31,88,0
625,"Population Attending Educational Institution by Completed Education Level, Age and Sex, 2011 - MAHARASHTRA",8327a37a-ef76-4f21-877a-05396904b345,2021-08-31,290,0
626,"Population Attending Educational Institution by Completed Education Level, Age and Sex, 2011 - ARUNACHAL PRADESH",27c41b58-2712-48ac-a1b6-f6369e8032d5,2021-08-31,304,0
627,"Population attending educational institution by completed education level, age and sex, 2001 - KERALA",050fee76-eab7-4900-8165-6dc34fd7c011,2021-08-31,324,0
628,"Population attending educational institution by completed education level, age and sex, 2001 - TRIPURA",80ffd6e0-e7cc-45ab-ba00-45f29cc68cc7,2021-08-31,311,0
629,"Population Attending Educational Institution by Completed Education Level, Age and Sex, 2011 - ANDHRA PRADESH",dca45c7b-0472-4e19-8b25-898df08a8d2e,2021-08-31,469,0
630,"Population Attending Educational Institution by Completed Education Level, Age and Sex, 2011 - MANIPUR",f391d5a7-f18e-45c0-9555-cb43195c806a,2021-08-31,498,0
631,"Population Attending Educational Institution by Completed Education Level, Age and Sex, 2011 - GOA",e8b985fb-6671-4581-917f-9f8b68b693dc,2021-08-31,440,0
632,"Population attending educational institution by completed education level, age and sex, 2001 - HIMACHAL PRADESH",54fa9865-4393-4796-bf46-a460ff2db52a,2021-08-31,191,0
633,"Population Attending Educational Institution by Completed Education Level, Age and Sex, 2011 - MIZORAM",1f147fbf-f6a7-46da-85c6-d9092e81ce1c,2021-08-31,75,0
634,"Population attending educational institution by completed education level, age and sex, 2001 - WEST BENGAL",69dc8dba-781f-437f-9364-cb0aa55b74a8,2021-08-31,68,0
635,"Population attending educational institution by completed education level, age and sex, 2001 - ANDAMAN & NICOBAR ISLAND",6f3d08d3-ddf9-460f-89e0-3971ac6a187a,2021-08-31,185,0
636,"Population attending educational institution by completed education level, age and sex, 2001 - PUNJAB",5a320b9a-1c4a-4953-9e52-32751a159cb8,2021-08-31,462,0
637,"Population Attending Educational Institution by Completed Education Level, Age and Sex, 2011 - LAKSHADWEEP",48c80ae9-1b11-4845-9faa-1cb4d8eb2cd1,2021-08-31,366,0
638,"Population Attending Educational Institution by Completed Education Level, Age and Sex, 2011 - TRIPURA",20887ec5-c8d8-489e-a181-423e2854efb0,2021-08-31,269,0
639,"Population attending educational institution by completed education level, age and sex, 2001 - JHARKHAND",5a050891-f0f8-459d-8636-97ccade88bd1,2021-08-31,55,0
640,"Population attending educational institution by completed education level, age and sex, 2001 - CHANDIGARH",024d08a3-4b16-418a-b8ca-f0a26ce01f2f,2021-08-31,268,0
641,"Population Attending Educational Institution by Completed Education Level, Age and Sex, 2011 - KERALA",82ac600b-a724-4a19-a60e-d55d68ba04b2,2021-08-31,217,0
642,"Population Attending Educational Institution by Completed Education Level, Age and Sex, 2011 - India",31f89421-5683-4e78-8dbc-c0ebb5eb14b4,2021-08-31,180,0
643,"Population Attending Educational Institution by Completed Education Level, Age and Sex, 2011 - HARYANA",e0cb6afd-295e-458a-9fa1-b637a543583b,2021-08-31,367,0
644,Subject-wise Topics Rationalized from the Syllabus of Board Examination at Secondary and Senior Secondary Level are as under CBSE during 2021 (From: Ministry of Education) - Punjab,309b4575-9823-4bd8-a47a-48275dcfd702,2021-07-28,106,0
645,"State/UT-wise SSA/EE, RMSA/SE, TE - Fund Release of Central Share under Samagra Shiksha from 2015-16 to 2019-20 (From: Ministry of Education)",0ba08067-a995-4c1d-b66a-1f9c8e8ab8af,2021-07-28,280,0
646,State/UT-wise Central Assistance Provided under Mid-Day Meal Scheme from 2017-18 to 2019-20 (From: Ministry of Education) - Sikkim,2d29977d-bcef-430e-9deb-017cd7b76a26,2021-07-28,376,0
647,"State/UT-wise SSA/EE, RMSA/SE, TE - Expenditure incurred under Samagra Shiksha from 2015-16 to 2019-20 (From: Ministry of Education)",ced8b6c3-8f5c-42e3-9627-caeba6d29700,2021-07-28,211,0
648,Year-wise Amount Received and the Expenditure Incurred by the Central University of Karnataka from 2014-15 to 2019-20 (From: Ministry of Education),d26487da-09a3-405d-a2a8-d90ad4f2d648,2021-07-28,209,0
649,Year-wise Number of Government/Provincialised Schools in tea Garden Areas having Shortage of Teachers from 2016-17 to 2018-19 (From: Ministry of Education) - Telangana,9b4c7dda-452b-4c94-82e3-a5ef2d92a5e3,2021-07-28,222,0
650,Year-wise Number of Students who Successfully Graduated (at All Levels of Higher Education) and the Percentage of Successfully Graduated Students from 2015-16 to 2018-19 (From: Ministry of Education) - Tripura,469553b3-ce30-4722-ba5c-bb7b4780a178,2021-07-28,103,0
651,Year-wise Number of Students who Graduated in Medical and Engineering Courses from 2015-16 to 2018-19 (From: Ministry of Education) - Uttar Pradesh,a0fc6d8f-232a-4af4-860a-ef48277ce2a3,2021-07-28,488,0
652,Year-wise Ratios of Male and Female Students Graduated in Medical and Engineering Courses from 2015-16 to 2018-19 (From: Ministry of Education) - Uttarakhand,b1f73f80-ca9a-4be5-a262-6e6a763303ca,2021-07-28,366,0
653,"Educational Level by Age and Sex for Population Age 7 and Above for Scheduled Caste (Each Caste Separately), 2001 - Goa",790bd7d2-abd1-41da-abbe-0d3519ddc2b1,2021-04-16,253,0
654,"Educational Level by Age and Sex for Population Age 7 and Above for Scheduled Tribe (Each Tribe Separately) for Upper Siang District of Arunachal Pradesh, 2001",a4335304-d300-4688-9b32-2a1e2f594b46,2021-04-16,370,0
655,"Educational Level by Age and Sex for Population Age 7 and Above for Scheduled Tribe (Each Tribe Separately) for Basti District of Uttar Pradesh, 2001",84530175-25e2-4dcc-9b9e-67092a798485,2021-04-16,373,0
656,"Educational Level by Age and Sex for Population Age 7 and Above for Scheduled Tribe (Each Tribe Separately) for Darjiling District of West Bengal, 2001",98a27303-c1c1-4c04-826a-15dfb1944489,2021-04-16,364,0
657,"Educational Level by Age and Sex for Population Age 7 and Above for Scheduled Caste (Each Caste Separately) for Kannauj District of Uttar Pradesh, 2001",b6d78e4e-d184-4072-af83-eb67b37df3b7,2021-04-16,199,0
658,"Educational Level by Age and Sex for Population Age 7 and Above for Scheduled Caste (Each Caste Separately) for Munger District of Bihar, 2001",aced5b6e-ebad-4794-8d70-40e9cf53cdba,2021-04-16,221,0
659,"Educational Level by Age and Sex for Population Age 7 and Above for Scheduled Caste (Each Caste Separately) for Nawanshahr District of Punjab, 2001",fc54e732-2883-4ec8-a6d9-164d437fba95,2021-04-16,211,0
660,"Educational Level by Age and Sex for Population Age 7 and Above for Scheduled Caste (Each Caste Separately) for Dausa District of Rajasthan, 2001",02f202ec-4ce5-4761-95ae-b3e269e24a85,2021-04-16,415,0
661,"Educational Level by Age and Sex for Population Age 7 and Above for Scheduled Caste (Each Caste Separately) for Dhubri District of Assam, 2001",76437dfe-5253-464e-8c87-020802e4af71,2021-04-16,182,0
662,"Educational Level by Age and Sex for Population Age 7 and Above for Scheduled Tribe (Each Tribe Separately) for Dhenkanal District of Orissa, 2001 - West Bengal",4cf177b6-10e8-43a7-9f21-83500eb2732c,2021-04-16,472,0
663,"Educational Level by Age and Sex for Population Age 7 and Above for Scheduled Caste (Each Caste Separately) for Indore District of Madhya Pradesh, 2001",69161b31-452e-4092-b483-b67cc706b5dc,2021-04-16,291,0
664,"Educational Level by Age and Sex for Population Age 7 and Above for Scheduled Caste (Each Caste Separately) for Mayurbhanj District of Orissa, 2001 - Andaman and Nicobar Islands",814258e1-4cb8-42c5-a002-23490c9fc941,2021-04-16,212,0
665,"Educational Level by Age and Sex for Population Age 7 and Above for Scheduled Tribe (Each Tribe Separately) for Raigarh District of Maharashtra, 2001",86d82330-7b7b-4e5b-b0dd-674b4558302d,2021-04-16,153,0
666,"Educational Level by Age and Sex for Population Age 7 and Above for Scheduled Tribe (Each Tribe Separately) for Bhopal District of Madhya Pradesh, 2001",e224c0fd-de80-4e70-bf6d-c495672bd60f,2021-04-16,334,0
667,"Educational Level by Age and Sex for Population Age 7 and Above for Scheduled Caste (Each Caste Separately) for Chamarajanagar District of Karnataka, 2001",41ffbd28-6d6b-42b7-ad89-2c061dab06db,2021-04-16,385,0
668,"Educational Level by Age and Sex for Population Age 7 and Above for Scheduled Caste (Each Caste Separately) for Parbhani District of Maharashtra, 2001",3c25da8d-6516-4a15-a2cb-1da6d7749c82,2021-04-16,93,0
669,"Educational Level by Age and Sex for Population Age 7 and Above for Scheduled Tribe (Each Tribe Separately), 2001 - Madhya Pradesh",5978d5d0-6143-4247-a690-699f47612129,2021-04-16,352,0
670,"Educational Level by Age and Sex for Population Age 7 and Above for Scheduled Tribe (Each Tribe Separately) for Lakshadweep District of Lakshadweep, 2001",a706e53e-4a3f-4762-ab47-39afdb07e7dd,2021-04-16,428,0
671,"Educational Level by Age and Sex for Population Age 7 and Above for Scheduled Tribe (Each Tribe Separately) for Bharatpur District of Rajasthan, 2001",5bc4b124-7889-464a-92bf-8d57d5ac23a3,2021-04-16,96,0
672,"Educational Level by Age and Sex for Population Age 7 and Above for Scheduled Caste (Each Caste Separately), 2001 - Mizoram",34ea256f-d50b-4cfc-8502-46566cb359ce,2021-04-16,212,0
673,"Scheduled Tribe Educational Level by Age and Sex for Population Age 7 and Above (Each Tribe Separately), 2001 - Daman & Diu",68f35526-73c3-4a6f-a28a-82d6f240d80b,2021-04-16,262,0
